	Gene.ID	Gene.Name	Bit.Score	Evalue_num
10189	KH2012:KH.S1665.1	CCT6A	845	0
10190	KH2012:KH.S1681.1	NAALADL1	52.8	3.84e-09
10191	KH2012:KH.S1691.1	NPTX2	89.0	1.34e-19
10192	KH2012:KH.S1717.1	RHOBTB2	74.3	3.23e-17
10193	KH2012:KH.S1717.2	GMCL1	45.4	1.24e-07
10194	KH2012:KH.S1718.1	NUP98	147	3.79e-38
10195	KH2012:KH.S1721.1	TTC22	355	4.35e-119
10196	KH2012:KH.S1725.1	SSPO	44.7	0.000113
10197	KH2012:KH.S1729.1	APPL1	202	5.44e-59
10198	KH2012:KH.S1735.3	CHMP3	207	9.41e-68
10199	KH2012:KH.S1737.2	EMC1	176	1.05e-51
10200	KH2012:KH.S1737.3	PIGQ	179	4.88e-49
10201	KH2012:KH.S1740.2	FAM210B	101	5.05e-27
10202	KH2012:KH.S1741.1	FBN1	180	4.91e-49
10203	KH2012:KH.S1742.2	CA9	61.6	3.46e-11
10204	KH2012:KH.S1745.1	TADA2A	142	1.87e-41
10205	KH2012:KH.S1749.1	HDHD2	300	2.38e-103
10206	KH2012:KH.S1749.2	MRI1	209	3.16e-67
10207	KH2012:KH.S1750.1	REC114	67.8	1.65e-13
10208	KH2012:KH.S1754.1	RAD21	119	3.81e-29
10209	KH2012:KH.S1754.2	AIMP1	260	6.06e-86
10210	KH2012:KH.S1754.3	TMEM258	127	3.24e-40
10211	KH2012:KH.S1764.1	ZMAT4	76.3	1.59e-16
10212	KH2012:KH.S1764.2	NSA2	242	3.77e-82
10213	KH2012:KH.S1764.3	NSA2	478	1.97e-173
10214	KH2012:KH.S1766.1	CASP4	72.4	1.89e-14
10215	KH2012:KH.S1773.1	HMCN1	63.5	1.56e-11
10216	KH2012:KH.S1788.1	NBAS	102	2.22e-22
10217	KH2012:KH.S1798.2	RNF40	154	2.79e-43
10218	KH2012:KH.S1800.1	SLC24A4	43.1	8.03e-05
10219	KH2012:KH.S1807.1	NEMP1	112	2.99e-28
10220	KH2012:KH.S1813.1	DNMBP	106	7.03e-26
10221	KH2012:KH.S1814.1	KLHL12	194	4.89e-55
10222	KH2012:KH.S1815.1	SLC22A13	120	1.71e-30
10223	KH2012:KH.S1817.1	CC2D1A	39.3	3.87e-05
10224	KH2012:KH.S1818.1	NFYB	184	1.88e-60
10225	KH2012:KH.S1818.2	LRRC28	35.8	0.002
10226	KH2012:KH.S1821.1	ABCF3	446	1.08e-152
10227	KH2012:KH.S1826.1	ABRAXAS2	49.7	1.6e-06
10228	KH2012:KH.S1826.2	NADK	311	6.06e-101
10229	KH2012:KH.S1827.1	HMCN1	112	1.4e-27
10230	KH2012:KH.S1828.2	SAMD3	42.7	5.99e-05
10231	KH2012:KH.S1835.1	SENP2	50.1	4.81e-06
10232	KH2012:KH.S1840.1	RPL34	147	3.22e-47
10233	KH2012:KH.S1870.1	TIMM17A	171	2.56e-55
10234	KH2012:KH.S1888.1	LRP4	70.1	1.42e-14
10235	KH2012:KH.S1903.1	ABCA5	34.7	0.002
10236	KH2012:KH.S1903.2	CATSPERZ	39.3	0.00062
10237	KH2012:KH.S1906.1	P2RX7	44.3	1.85e-06
10238	KH2012:KH.S1908.1	SLC25A10	94.4	2.09e-24
10239	KH2012:KH.S1909.1	TTC17	83.2	1.14e-18
10240	KH2012:KH.S1915.1	PHKB	82.4	1.53e-19
10241	KH2012:KH.S1921.1	TDRD6	43.1	0.000344
10242	KH2012:KH.S1942.1	MSANTD3	68.9	1.96e-13
10243	KH2012:KH.S1957.1	GMPPB	79.0	8.27e-19
10244	KH2012:KH.S1961.1	GLS	152	5.14e-40
10245	KH2012:KH.S1964.1	ZBED9	48.5	1e-08
10246	KH2012:KH.S1965.2	MAEL	95.5	2.44e-21
10247	KH2012:KH.S1966.1	FLVCR2	181	2.34e-55
10248	KH2012:KH.S1969.1	APPL1	201	1.27e-59
10249	KH2012:KH.S1987.1	BIRC2	67.4	5.23e-15
10250	KH2012:KH.S1990.1	ARHGEF11	78.2	2.43e-18
10251	KH2012:KH.S2003.1	DNTTIP1	35.0	0.009
10252	KH2012:KH.S2006.1	SEPT7	146	6.93e-43
10253	KH2012:KH.S2011.1	NOD1	74.3	1.86e-13
10254	KH2012:KH.S2020.1	FUT6	124	4.26e-32
10255	KH2012:KH.S2030.1	ZXDC	39.3	0.001
10256	KH2012:KH.S2039.1	TRAF3	295	1.61e-96
10257	KH2012:KH.S2051.1	EPX	295	1.97e-89
10258	KH2012:KH.S2060.1	ZNF235	150	2.53e-42
10259	KH2012:KH.S2084.2	GIN1	40.4	0.000165
10260	KH2012:KH.S2101.1	FAT1	108	3.06e-26
10261	KH2012:KH.S2102.1	ACP1	56.2	3.28e-11
10262	KH2012:KH.S2106.1	PTDSS1	265	4.23e-86
10263	KH2012:KH.S2114.1	F11	79.0	1.05e-17
10264	KH2012:KH.S2146.1	HOMER2	92.4	4.78e-23
10265	KH2012:KH.S2148.1	KYAT3	178	6.77e-55
10266	KH2012:KH.S215.10	PKN2	438	2.33e-144
10267	KH2012:KH.S215.11	GPSM2	545	0
10268	KH2012:KH.S215.14	CETN1	283	3.23e-99
10269	KH2012:KH.S215.15	TMEM203	89.7	6.75e-24
10270	KH2012:KH.S215.17	PPP1R11	66.2	2.63e-15
10271	KH2012:KH.S215.18	SLC15A1	394	9.48e-129
10272	KH2012:KH.S215.20	PKN2	545	0
10273	KH2012:KH.S215.21	C12orf49	181	7.41e-58
10274	KH2012:KH.S215.22	SP4	150	6.85e-40
10275	KH2012:KH.S215.24	CCDC18	221	6.16e-58
10276	KH2012:KH.S215.3	EDEM3	792	0
10277	KH2012:KH.S215.4	LHX3	335	8.49e-110
10278	KH2012:KH.S215.5	TADA1	174	2.27e-52
10279	KH2012:KH.S215.6	COA1	44.3	6.75e-06
10280	KH2012:KH.S215.7	GEMIN6	94.7	3.43e-25
10281	KH2012:KH.S215.8	IGFBP6	58.9	1.9e-12
10282	KH2012:KH.S215.9	PBX1	451	3.54e-158
10283	KH2012:KH.S2168.1	RGS12	154	2.3e-42
10284	KH2012:KH.S2177.1	FBN1	108	8.37e-26
10285	KH2012:KH.S2184.1	OVCH1	103	4.79e-26
10286	KH2012:KH.S2209.1	KLHL12	237	1.11e-71
10287	KH2012:KH.S2218.2	ALPK2	68.9	2.56e-12
10288	KH2012:KH.S2225.1	ATG3	179	7.47e-57
10289	KH2012:KH.S2241.1	ATL2	140	1.47e-37
10290	KH2012:KH.S2255.1	CEP290	136	7.09e-37
10291	KH2012:KH.S2264.1	SNRNP48	101	3.17e-24
10292	KH2012:KH.S2292.1	CCT8	276	1.02e-90
10293	KH2012:KH.S2295.1	ATF7IP	103	1.54e-24
10294	KH2012:KH.S2300.1	C3AR1	63.2	4.13e-12
10295	KH2012:KH.S2302.1	GRIN1	202	1.34e-60
10296	KH2012:KH.S2308.1	PLG	67.4	9.56e-14
10297	KH2012:KH.S2311.1	BOLL	85.5	6.5e-20
10298	KH2012:KH.S2317.1	PPP1R11	66.2	2.63e-15
10299	KH2012:KH.S2332.1	PLCB4	169	3.81e-50
10300	KH2012:KH.S2337.2	SLC5A6	439	4.58e-149
10301	KH2012:KH.S2345.1	NXPE3	57.8	1.36e-09
10302	KH2012:KH.S2389.1	CLEC4E	63.5	8.02e-12
10303	KH2012:KH.S2406.1	CYP2C8	99.0	6.17e-25
10304	KH2012:KH.S2435.1	ASB2	147	1.44e-39
10305	KH2012:KH.S2442.1	CNKSR2	236	4.67e-68
10306	KH2012:KH.S2462.1	SRM	184	2.46e-59
10307	KH2012:KH.S2462.2	SULF1	77.8	3.6e-18
10308	KH2012:KH.S2529.1	RAD54L	212	1.27e-65
10309	KH2012:KH.S2533.1	MSH4	257	1.69e-79
10310	KH2012:KH.S2540.1	CSMD2	40.0	0.000405
10311	KH2012:KH.S256.1	WEE1	449	9.31e-150
10312	KH2012:KH.S256.12	ADGRL3	116	1.25e-28
10313	KH2012:KH.S256.13	CLUAP1	380	4.57e-130
10314	KH2012:KH.S256.16	SNX17	375	1.55e-126
10315	KH2012:KH.S256.3	SNW1	635	0
10316	KH2012:KH.S256.4	TPCN1	71.2	1.36e-12
10317	KH2012:KH.S256.5	ANAPC7	298	6.08e-94
10318	KH2012:KH.S256.6	SLC6A5	249	1.22e-72
10319	KH2012:KH.S256.8	ADGRG2	56.6	9.84e-09
10320	KH2012:KH.S2569.1	MKRN2OS	44.7	1.16e-06
10321	KH2012:KH.S2570.1	KLHL36	48.9	2.85e-08
10322	KH2012:KH.S2577.1	TNXB	121	4.09e-32
10323	KH2012:KH.S2579.1	CACNB4	100	5.01e-25
10324	KH2012:KH.S2580.1	FUT5	104	1.2e-26
10325	KH2012:KH.S2600.1	EVA1C	55.8	2.2e-10
10326	KH2012:KH.S2618.1	ZMYM1	46.2	2.15e-06
10327	KH2012:KH.S2635.1	FNBP1L	100	2.55e-26
10328	KH2012:KH.S2646.1	PIPOX	182	3.75e-55
10329	KH2012:KH.S2649.1	NPR3	92.4	3.93e-21
10330	KH2012:KH.S2662.1	RGR	35.8	0.004
10331	KH2012:KH.S2664.1	PRKAA2	88.6	3.04e-22
10332	KH2012:KH.S2671.1	KLHL12	98.2	1.83e-23
10333	KH2012:KH.S2734.1	GIN1	46.6	3.43e-05
10334	KH2012:KH.S2739.1	TEAD4	67.0	1.85e-14
10335	KH2012:KH.S2763.1	TEK	341	3.43e-110
10336	KH2012:KH.S2775.1	ITPKA	33.1	0.007
10337	KH2012:KH.S2810.1	PLBD2	158	3.51e-46
10338	KH2012:KH.S2820.1	BORCS8	60.1	9.95e-13
10339	KH2012:KH.S2820.2	UCHL3	246	5.09e-83
10340	KH2012:KH.S2820.3	AIFM3	163	7.88e-48
10341	KH2012:KH.S2892.1	MYH9	45.1	5e-06
10342	KH2012:KH.S298.1	EDIL3	236	4.05e-69
10343	KH2012:KH.S3005.1	FUT3	114	1.22e-29
10344	KH2012:KH.S3161.1	GNL2	52.4	3.38e-09
10345	KH2012:KH.S3189.1	TMF1	42.4	1.55e-05
10346	KH2012:KH.S3319.1	RNASEH2B	53.9	5.87e-09
10347	KH2012:KH.S345.6	GTSF1	41.2	0.000101
10348	KH2012:KH.S346.1	PEX19	94.7	1.07e-22
10349	KH2012:KH.S346.10	KCNQ1	526	0
10350	KH2012:KH.S346.11	BET1L	62.4	1.43e-13
10351	KH2012:KH.S346.3	G2E3	245	6.81e-73
10352	KH2012:KH.S346.4	SLC7A9	192	2.26e-57
10353	KH2012:KH.S346.5	KIAA1841	473	8.27e-158
10354	KH2012:KH.S346.6	CTGF	275	2.04e-90
10355	KH2012:KH.S346.8	NAALAD2	412	1.29e-136
10356	KH2012:KH.S351.4	PLEC	194	1.64e-53
10357	KH2012:KH.S351.5	SLC16A4	242	8.61e-74
10358	KH2012:KH.S351.6	RADIL	201	6.24e-56
10359	KH2012:KH.S363.1	ZNF572	162	1.07e-46
10360	KH2012:KH.S363.2	AIFM2	219	4.85e-68
10361	KH2012:KH.S363.3	HARBI1	62.0	1.59e-12
10362	KH2012:KH.S363.4	PLCL1	831	0
10363	KH2012:KH.S363.6	FXR1	409	3.63e-137
10364	KH2012:KH.S363.7	PRRC1	282	4.98e-93
10365	KH2012:KH.S364.1	DXO	237	8.89e-75
10366	KH2012:KH.S364.2	STOM	369	3.44e-129
10367	KH2012:KH.S364.3	UNC93A	175	1.87e-49
10368	KH2012:KH.S364.4	BTBD8	103	1.89e-24
10369	KH2012:KH.S364.6	UNC93A	130	6.2e-34
10370	KH2012:KH.S364.8	TRPC4AP	233	3.07e-66
10371	KH2012:KH.S364.9	ODF2	418	1.15e-133
10372	KH2012:KH.S369.1	SLC30A1	167	2.07e-46
10373	KH2012:KH.S369.2	OTOGL	129	4.02e-31
10374	KH2012:KH.S369.4	SLC50A1	87.4	4.02e-21
10375	KH2012:KH.S369.6	GALE	461	2.25e-163
10376	KH2012:KH.S388.1	TTLL11	165	1.33e-44
10377	KH2012:KH.S388.3	ATL2	231	1.84e-70
10378	KH2012:KH.S388.4	RXFP2	71.6	7.28e-13
10379	KH2012:KH.S388.5	DNAH12	1443	0
10380	KH2012:KH.S389.1	NCL	90.9	2.48e-19
10381	KH2012:KH.S389.10	UMOD	80.5	1.98e-15
10382	KH2012:KH.S389.2	FRMD4A	298	1.28e-85
10383	KH2012:KH.S389.3	DCLRE1C	271	1.11e-84
10384	KH2012:KH.S389.4	CSTF1	531	0
10385	KH2012:KH.S389.6	POLR1D	124	4.72e-38
10386	KH2012:KH.S389.8	ALG3	311	4.2e-104
10387	KH2012:KH.S390.1	PTGES3	88.6	3.61e-22
10388	KH2012:KH.S390.11	COG8	442	1.74e-149
10389	KH2012:KH.S390.12	RHBDL2	302	1.09e-102
10390	KH2012:KH.S390.2	RBMS1	294	6.47e-96
10391	KH2012:KH.S390.3	KCTD15	172	6.91e-54
10392	KH2012:KH.S390.4	ASPM	60.8	9.44e-11
10393	KH2012:KH.S390.6	ITGB1	465	3.74e-152
10394	KH2012:KH.S390.7	RAPH1	37.7	0.003
10395	KH2012:KH.S390.8	STK17A	327	7.08e-108
10396	KH2012:KH.S390.9	EXOSC9	273	6.75e-88
10397	KH2012:KH.S391.12	XRCC5	334	2.64e-104
10398	KH2012:KH.S391.13	RNF31	350	2.66e-107
10399	KH2012:KH.S391.2	LRP1B	99.0	8.89e-21
10400	KH2012:KH.S391.3	FUT4	146	2.55e-40
10401	KH2012:KH.S391.4	RNF185	74.7	1.28e-18
10402	KH2012:KH.S391.5	TERB1	77.4	2.51e-15
10403	KH2012:KH.S391.7	CATSPER2	230	2.17e-68
10404	KH2012:KH.S396.2	PRDX3	305	8.95e-106
10405	KH2012:KH.S396.3	PEX10	130	1.42e-35
10406	KH2012:KH.S396.4	ITGB2	427	6e-138
10407	KH2012:KH.S396.6	TRAF6	246	2.56e-74
10408	KH2012:KH.S396.7	IL1RAPL2	88.6	2.75e-18
10409	KH2012:KH.S396.8	NSUN6	322	3.68e-106
10410	KH2012:KH.S396.9	SLC35C2	313	4.79e-105
10411	KH2012:KH.S403.1	WDR38	208	2.97e-65
10412	KH2012:KH.S403.2	ZFAND5	161	1.01e-49
10413	KH2012:KH.S403.3	UBXN6	213	9.21e-65
10414	KH2012:KH.S403.4	GCAT	577	0
10415	KH2012:KH.S403.5	CTSA	450	1.58e-155
10416	KH2012:KH.S403.6	ABCB1	1098	0
10417	KH2012:KH.S403.8	RSL1D1	138	7.52e-38
10418	KH2012:KH.S403.9	XRCC4	69.7	1.47e-13
10419	KH2012:KH.S404.1	P4HB	468	1.24e-160
10420	KH2012:KH.S404.10	CLPTM1L	222	1.94e-67
10421	KH2012:KH.S404.11	SUPT16H	1197	0
10422	KH2012:KH.S404.12	CRYAB	52.8	1.02e-08
10423	KH2012:KH.S404.2	ALKBH5	266	1.04e-87
10424	KH2012:KH.S404.3	ZMYND11	304	8.39e-95
10425	KH2012:KH.S404.4	SPATA16	46.2	1.41e-05
10426	KH2012:KH.S404.7	PLA2G15	295	9.84e-97
10427	KH2012:KH.S404.8	CRYAB	53.9	3.44e-09
10428	KH2012:KH.S406.10	PPP3CB	44.7	3.46e-05
10429	KH2012:KH.S406.11	GTF2A2	174	3.6e-58
10430	KH2012:KH.S406.15	SRF	193	2.8e-57
10431	KH2012:KH.S406.18	TNRC18	38.5	0.005
10432	KH2012:KH.S406.19	FGF7	84.7	6.7e-20
10433	KH2012:KH.S406.2	C5orf52	54.7	2.49e-09
10434	KH2012:KH.S406.21	B3GALT1	95.9	2.56e-22
10435	KH2012:KH.S406.22	SIRT3	327	2.7e-107
10436	KH2012:KH.S406.3	NTAN1	182	5.47e-55
10437	KH2012:KH.S406.4	CEP290	42.0	4.91e-06
10438	KH2012:KH.S406.5	RPS16	136	7.24e-42
10439	KH2012:KH.S406.6	C6orf106	270	2.26e-89
10440	KH2012:KH.S406.7	NDUFA9	172	8.01e-50
10441	KH2012:KH.S406.8	KRR1	259	7.88e-87
10442	KH2012:KH.S406.9	ARID3A	284	2.7e-88
10443	KH2012:KH.S417.3	GAL3ST1	87.8	1.96e-20
10444	KH2012:KH.S417.5	SLC10A2	238	1.64e-75
10445	KH2012:KH.S417.6	FN1	237	2.23e-62
10446	KH2012:KH.S423.1	NPR3	249	5.37e-76
10447	KH2012:KH.S423.2	TNR	199	3.51e-58
10448	KH2012:KH.S423.3	SLC22A3	264	5.43e-81
10449	KH2012:KH.S423.5	RRAD	112	2.18e-28
10450	KH2012:KH.S423.6	SMYD1	296	1.97e-95
10451	KH2012:KH.S423.8	SLC22A3	249	2.5e-75
10452	KH2012:KH.S424.10	PTPRE	68.9	6.64e-15
10453	KH2012:KH.S424.2	RAPGEF4	498	1.49e-162
10454	KH2012:KH.S424.3	COX10	248	2.74e-78
10455	KH2012:KH.S424.7	PTPRB	215	2.03e-62
10456	KH2012:KH.S424.8	VKORC1	127	3.16e-38
10457	KH2012:KH.S425.1	SERINC5	213	1.21e-65
10458	KH2012:KH.S425.10	SLC35F3	213	1.5e-64
10459	KH2012:KH.S425.11	CTRL	137	1.51e-39
10460	KH2012:KH.S425.12	CTRB1	149	3.7e-44
10461	KH2012:KH.S425.13	MRPL49	104	4.83e-29
10462	KH2012:KH.S425.3	CTRB2	152	2.87e-45
10463	KH2012:KH.S425.4	CCDC157	64.7	2.17e-11
10464	KH2012:KH.S425.5	OGFOD2	98.2	7.35e-26
10465	KH2012:KH.S425.6	KLHL24	317	2.35e-100
10466	KH2012:KH.S425.7	CTRB1	142	2.01e-41
10467	KH2012:KH.S425.9	CTRB1	138	5.43e-40
10468	KH2012:KH.S432.1	SV2B	35.4	0.005
10469	KH2012:KH.S432.3	CXCL16	38.1	0.002
10470	KH2012:KH.S432.4	PIGL	154	4.19e-46
10471	KH2012:KH.S432.5	TSC1	214	4.34e-57
10472	KH2012:KH.S435.11	KCNQ3	56.6	3.01e-08
10473	KH2012:KH.S435.2	C3orf84	89.0	3.17e-21
10474	KH2012:KH.S435.3	NDUFA5	109	1.8e-32
10475	KH2012:KH.S435.4	IMPG2	55.1	6.23e-08
10476	KH2012:KH.S435.7	P4HA2	308	6.2e-99
10477	KH2012:KH.S435.8	BCAS2	286	6.56e-99
10478	KH2012:KH.S437.1	KIF14	63.9	4.76e-11
10479	KH2012:KH.S437.11	TDRD5	92.0	7.53e-19
10480	KH2012:KH.S437.2	TCF25	124	1.82e-32
10481	KH2012:KH.S437.3	ZKSCAN8	178	2e-50
10482	KH2012:KH.S437.4	SEC63	595	0
10483	KH2012:KH.S437.5	IDH1	673	0
10484	KH2012:KH.S437.7	GPATCH4	146	5.72e-42
10485	KH2012:KH.S437.8	SLC26A6	407	1.49e-131
10486	KH2012:KH.S437.9	PIGT	380	5.61e-126
10487	KH2012:KH.S447.1	ACSF2	297	1.02e-96
10488	KH2012:KH.S447.2	CHADL	302	8.74e-92
10489	KH2012:KH.S447.3	ACSF2	561	0
10490	KH2012:KH.S455.1	SAMM50	306	4.35e-100
10491	KH2012:KH.S455.3	KMT5B	381	6.97e-122
10492	KH2012:KH.S455.4	HSPB1	137	5.09e-41
10493	KH2012:KH.S455.5	C3AR1	41.2	0.000123
10494	KH2012:KH.S455.6	MEF2C	238	2.37e-73
10495	KH2012:KH.S455.8	DZIP3	106	1.28e-23
10496	KH2012:KH.S460.1	COX18	163	1.44e-47
10497	KH2012:KH.S460.2	TMEM167A	115	5.77e-36
10498	KH2012:KH.S460.3	CPNE1	551	0
10499	KH2012:KH.S460.4	TTPAL	136	5.47e-38
10500	KH2012:KH.S460.5	SRD5A1	225	1.84e-73
10501	KH2012:KH.S460.7	PSMA7	398	3.54e-142
10502	KH2012:KH.S460.8	SEC14L1	833	0
10503	KH2012:KH.S461.4	DNAH17	37.4	0.008
10504	KH2012:KH.S461.5	GJC1	134	1.25e-36
10505	KH2012:KH.S483.2	CDC6	379	2.17e-124
10506	KH2012:KH.S483.3	PIDD1	141	3.2e-35
10507	KH2012:KH.S483.4	PDCD6	84.7	6.87e-21
10508	KH2012:KH.S484.1	SSUH2	151	2.58e-41
10509	KH2012:KH.S484.3	CD63	145	7.21e-43
10510	KH2012:KH.S484.4	SLC22A5	169	2.31e-47
10511	KH2012:KH.S489.1	ARF3	265	1.3e-91
10512	KH2012:KH.S489.2	ZNF570	284	1.38e-91
10513	KH2012:KH.S489.3	MLST8	394	4.5e-138
10514	KH2012:KH.S489.4	COL12A1	86.3	1.86e-18
10515	KH2012:KH.S494.1	AGBL5	694	0
10516	KH2012:KH.S494.3	PITPNA	115	1.09e-30
10517	KH2012:KH.S494.4	SLC26A5	411	2.01e-134
10518	KH2012:KH.S494.5	ALKBH1	189	1.79e-57
10519	KH2012:KH.S494.7	HGH1	54.7	6.65e-11
10520	KH2012:KH.S494.8	TTC17	118	1.7e-27
10521	KH2012:KH.S497.1	DNTT	270	8.98e-85
10522	KH2012:KH.S497.2	CLEC4C	60.1	7.87e-11
10523	KH2012:KH.S497.3	PUS7	412	3.12e-136
10524	KH2012:KH.S497.6	KAZALD1	129	6.68e-35
10525	KH2012:KH.S497.7	CLEC4A	61.2	5.21e-11
10526	KH2012:KH.S497.8	MRC1	38.9	0.002
10527	KH2012:KH.S497.9	MAPKAPK3	498	8.04e-178
10528	KH2012:KH.S498.1	CCNE1	383	3.79e-130
10529	KH2012:KH.S498.2	ERBB4	258	5.4e-78
10530	KH2012:KH.S511.2	SLC5A12	347	5.37e-112
10531	KH2012:KH.S514.1	TPPP	145	1.78e-44
10532	KH2012:KH.S514.2	CEP170	141	5.36e-34
10533	KH2012:KH.S514.3	DERL1	305	1.76e-105
10534	KH2012:KH.S514.5	PRC1	75.1	6.58e-14
10535	KH2012:KH.S514.6	PIRT	64.3	8.88e-13
10536	KH2012:KH.S514.8	C3orf58	130	2.09e-33
10537	KH2012:KH.S516.1	GAL3ST3	94.0	2.62e-23
10538	KH2012:KH.S516.2	HERC1	652	0
10539	KH2012:KH.S516.3	USP12	318	1.6e-105
10540	KH2012:KH.S516.4	GAL3ST1	206	3.22e-62
10541	KH2012:KH.S521.11	CLDN19	130	2.3e-38
10542	KH2012:KH.S521.2	MFSD5	211	2.06e-62
10543	KH2012:KH.S521.3	PPP1R35	40.4	0.001
10544	KH2012:KH.S521.4	GABARAP	220	3.92e-76
10545	KH2012:KH.S521.5	LCP1	425	9.42e-144
10546	KH2012:KH.S521.6	SETD9	216	1.46e-69
10547	KH2012:KH.S521.7	PRPF18	368	1.99e-127
10548	KH2012:KH.S521.8	UBE2T	235	4.66e-79
10549	KH2012:KH.S521.9	PAGR1	51.6	1.87e-08
10550	KH2012:KH.S522.2	CNTN3	48.5	1.37e-05
10551	KH2012:KH.S522.5	RBM5	345	6.97e-106
10552	KH2012:KH.S522.6	EIF3C	689	0
10553	KH2012:KH.S522.7	LIG3	900	0
10554	KH2012:KH.S522.8	ARHGAP32	475	1.44e-141
10555	KH2012:KH.S529.1	RBM4	149	1.6e-44
10556	KH2012:KH.S529.3	MED6	161	7.3e-51
10557	KH2012:KH.S529.4	WDR64	108	2.37e-27
10558	KH2012:KH.S534.1	ZBTB14	155	9.62e-43
10559	KH2012:KH.S534.10	LTV1	293	1.17e-94
10560	KH2012:KH.S534.2	RB1CC1	157	1.81e-38
10561	KH2012:KH.S534.3	FPGS	313	1.38e-100
10562	KH2012:KH.S534.4	HPCAL1	135	2.66e-40
10563	KH2012:KH.S534.5	COL21A1	316	1.39e-95
10564	KH2012:KH.S534.6	HPCA	169	1.12e-53
10565	KH2012:KH.S534.7	OSGEPL1	290	8.25e-95
10566	KH2012:KH.S534.8	CCDC178	42.7	0.000113
10567	KH2012:KH.S534.9	ACOX3	275	1.03e-82
10568	KH2012:KH.S544.1	CMTM8	43.1	7.59e-05
10569	KH2012:KH.S544.2	RAD54L	967	0
10570	KH2012:KH.S544.3	DMRTA2	185	1.19e-51
10571	KH2012:KH.S544.4	CYP7B1	148	1.46e-39
10572	KH2012:KH.S545.2	DNTTIP1	170	2.86e-49
10573	KH2012:KH.S545.3	CNOT6	626	0
10574	KH2012:KH.S545.5	CBR1	323	1.22e-111
10575	KH2012:KH.S545.6	TXNDC15	107	1.97e-27
10576	KH2012:KH.S545.7	VDAC2	365	1.09e-127
10577	KH2012:KH.S545.8	CISD2	100	2.75e-28
10578	KH2012:KH.S546.1	ATG4A	345	2.86e-116
10579	KH2012:KH.S546.10	DTYMK	229	7.17e-77
10580	KH2012:KH.S546.7	ACOT9	373	1.49e-126
10581	KH2012:KH.S546.8	OR5M3	41.6	5.55e-05
10582	KH2012:KH.S551.2	KLHL2	150	2.25e-39
10583	KH2012:KH.S553.1	ZNF536	90.5	1.37e-18
10584	KH2012:KH.S553.2	ERBB2	111	2.8e-28
10585	KH2012:KH.S553.3	ITLN2	181	3.03e-54
10586	KH2012:KH.S553.4	ATP13A3	1002	0
10587	KH2012:KH.S553.5	DHRS4	97.4	7.06e-25
10588	KH2012:KH.S555.1	HTR7	95.5	8.16e-22
10589	KH2012:KH.S555.2	LARP6	210	4.05e-62
10590	KH2012:KH.S555.3	DERA	446	5.52e-159
10591	KH2012:KH.S555.4	EEF1E1	72.4	9.46e-17
10592	KH2012:KH.S555.5	INTS2	859	0
10593	KH2012:KH.S555.6	SIRT4	301	3.39e-102
10594	KH2012:KH.S555.7	TPST1	408	1.42e-142
10595	KH2012:KH.S562.1	SMC5	681	0
10596	KH2012:KH.S562.2	AMD1	304	3.79e-102
10597	KH2012:KH.S562.5	FUT8	215	2.07e-64
10598	KH2012:KH.S562.6	CARF	51.2	2.03e-06
10599	KH2012:KH.S562.7	PPM1A	415	4.93e-143
10600	KH2012:KH.S562.8	LIN7B	308	5.28e-108
10601	KH2012:KH.S563.1	TRMT6	200	3.54e-59
10602	KH2012:KH.S563.2	DNMBP	365	1.37e-103
10603	KH2012:KH.S563.3	CPA2	318	1.64e-105
10604	KH2012:KH.S563.4	HMX3	86.3	6.62e-20
10605	KH2012:KH.S566.2	GTF2I	37.0	0.002
10606	KH2012:KH.S568.1	ATL2	132	1.94e-32
10607	KH2012:KH.S568.2	FRAS1	686	0
10608	KH2012:KH.S573.3	HPGDS	125	2.16e-36
10609	KH2012:KH.S573.6	VEGFC	56.2	6.55e-09
10610	KH2012:KH.S573.7	HPGDS	110	2.18e-30
10611	KH2012:KH.S583.1	IQCD	243	5.08e-76
10612	KH2012:KH.S583.4	RC3H1	411	9e-135
10613	KH2012:KH.S583.5	GLIPR1L1	138	3.59e-40
10614	KH2012:KH.S583.6	SSUH2	214	8.84e-66
10615	KH2012:KH.S584.2	SSBP2	205	1.01e-62
10616	KH2012:KH.S584.4	TMEM147	189	1.9e-60
10617	KH2012:KH.S584.7	FAM166B	41.2	0.00015
10618	KH2012:KH.S588.1	CLEC4F	38.5	0.006
10619	KH2012:KH.S588.4	REG4	37.7	0.003
10620	KH2012:KH.S588.6	LY75	42.4	0.000316
10621	KH2012:KH.S589.2	NUP214	270	7.59e-73
10622	KH2012:KH.S589.3	SRR	163	1.03e-47
10623	KH2012:KH.S589.4	TBX18	281	1.05e-85
10624	KH2012:KH.S590.1	CLHC1	82.0	2.24e-17
10625	KH2012:KH.S590.2	TOMM20	166	1.17e-53
10626	KH2012:KH.S590.4	RCOR3	261	1.44e-82
10627	KH2012:KH.S590.5	EMC7	161	1.18e-49
10628	KH2012:KH.S590.7	WDR43	377	2.51e-122
10629	KH2012:KH.S590.8	URI1	100	1.16e-23
10630	KH2012:KH.S594.1	REG1B	52.4	4.35e-10
10631	KH2012:KH.S594.2	MAP9	53.9	5.43e-08
10632	KH2012:KH.S594.3	KYNU	196	4.72e-60
10633	KH2012:KH.S594.4	SELP	220	9.16e-63
10634	KH2012:KH.S595.1	ING5	119	9.9e-32
